item_id,source,parent_item_id,parent_source,pair_stem,case_id,win_y0,win_x0,win_y1,win_x1,native_w,native_h,upsample_factor,window_group,window_index,window_spec,has_mask,image
7d04657d621feef35d80912eabde50a5,ai_interior,ef4caf0976955b853d567a21940f5202,sagid,ef4caf0976955b853d567a21940f5202|0,sagid_triplet_00641,0.452719,0.014400,0.626623,0.275123,851,857,0.5264,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00641.jpg
f8710e66dfd8cb40fdd7596d01be45c9,ai_interior,ce3ae75fb3a2e02fc389f16fb385558b,sagid,ce3ae75fb3a2e02fc389f16fb385558b|0,sagid_triplet_00835,0.792969,0.033088,0.962891,0.258824,307,348,1.4593,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00835.jpg
b59115d50a6834daa96cf3973214e66e,ai_interior,301fb3e506150aa5f87ca12d8995f9ae,sagid,301fb3e506150aa5f87ca12d8995f9ae|0,sagid_triplet_00926,0.016602,0.441328,0.243652,0.684871,330,465,1.3576,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00926.jpg
ad3a78412d0a87196e48d1487adec039,ai_interior,519e6c49c9953241ff473e9d2411bce4,sagid,519e6c49c9953241ff473e9d2411bce4|0,sagid_triplet_00977,0.175130,0.231934,0.558594,0.496094,541,589,0.8281,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00977.jpg
3fe4de73f22524e0ee65ae15ff0eca2b,ai_interior,7f05dda99a55f0df46bc41a40dd4c3c6,sagid,7f05dda99a55f0df46bc41a40dd4c3c6|0,sagid_triplet_01006,0.089844,0.431548,0.484375,0.994048,378,404,1.1852,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01006.jpg
39e8b623f23d8619477a6d5483ad1f67,ai_interior,721789245574e71c9f9007018aa6f567,sagid,721789245574e71c9f9007018aa6f567|0,sagid_triplet_01079,0.368652,0.081380,0.772949,0.572266,754,828,0.5942,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01079.jpg
320c8aed624b8aa057467d044566178c,ai_interior,09bc8cecdd4f3a9038b4f4dd8fa8311e,sagid,09bc8cecdd4f3a9038b4f4dd8fa8311e|0,sagid_triplet_01095,0.186198,0.703125,0.725911,0.979004,565,829,0.7929,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01095.jpg
f71b82b14ff5b9ff04a7a924a3090ec8,ai_interior,8ed241e3675d2d7bcbd789e965260715,sagid,8ed241e3675d2d7bcbd789e965260715|0,sagid_triplet_01170,0.220414,0.734375,0.647929,0.999512,543,578,0.8250,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01170.jpg
23d9eb663b7983ef2a3e29f00db1034b,ai_interior,ba125bc84a11a69bec624a96b951eb4a,sagid,ba125bc84a11a69bec624a96b951eb4a|0,sagid_triplet_01194,0.581858,0.740234,0.808260,0.931152,391,307,1.4593,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01194.jpg
9eff0e27ed02fd3381324795906a5707,ai_interior,dfb9600cf3676e5f06904b69ddb79eed,sagid,dfb9600cf3676e5f06904b69ddb79eed|0,sagid_triplet_01203,0.574468,0.753418,0.995598,0.993652,492,574,0.9106,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01203.jpg
9756a265779f1498b05d9baddaec7703,ai_interior,cad71099c125a0c0ae91f3fee68d0478,sagid,cad71099c125a0c0ae91f3fee68d0478|0,sagid_triplet_01216,0.000000,0.438235,0.479492,0.728676,395,491,1.1342,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01216.jpg
9ace5f282f8098178ac97f264e26012f,ai_interior,95f0f3ed8a1590e693cc68de168783a4,sagid,95f0f3ed8a1590e693cc68de168783a4|0,sagid_triplet_01244,0.142578,0.121114,0.434570,0.312824,296,299,1.5135,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01244.jpg
fd2661f95c68f6a288db9cc1b93e208d,ai_interior,5d5686ac3bd2be4bea0e7840e97c1acc,sagid,5d5686ac3bd2be4bea0e7840e97c1acc|0,sagid_triplet_01251,0.397059,0.373535,0.594853,0.498535,256,269,1.7500,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01251.jpg
cc64c8c88a5a1fa4595eadcf1fd3de75,ai_interior,3be540564d4300e7f2fecdfa38730778,sagid,3be540564d4300e7f2fecdfa38730778|0,sagid_triplet_01288,0.156601,0.305737,0.500000,0.613340,1319,978,0.4581,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01288.jpg
a2074c16c2a43fb314c36921e98595dd,ai_interior,351a1c4ac0ac98bcfc40c53f93405c32,sagid,351a1c4ac0ac98bcfc40c53f93405c32|0,sagid_triplet_01487,0.157738,0.118164,0.602679,0.368164,256,299,1.7500,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01487.jpg
f482a5cd5af955ba71a68ad103c29b9e,ai_interior,aebcc59a4f24b3a8da78478e6eeaaf9b,sagid,aebcc59a4f24b3a8da78478e6eeaaf9b|0,sagid_triplet_01551,0.793843,0.353581,0.976912,0.627107,779,785,0.5751,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01551.jpg
7063412fd6c5a97821788af8a91c4046,ai_interior,88a0df205db050eb9acf3db9a18605bf,sagid,88a0df205db050eb9acf3db9a18605bf|0,sagid_triplet_01618,0.020508,0.070640,0.226074,0.342163,369,421,1.2141,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01618.jpg
5fdfc378b8711459ad4583db60e2a642,ai_interior,4ff031e46edc47e7cfb231141f1ddabe,sagid,4ff031e46edc47e7cfb231141f1ddabe|0,sagid_triplet_01653,0.363095,0.415039,0.974702,0.750977,344,411,1.3023,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01653.jpg
0264d820474a61131d141b4541197959,ai_interior,a124783a4755973edb5c8091d428f14e,sagid,a124783a4755973edb5c8091d428f14e|0,sagid_triplet_01707,0.572917,0.003906,0.997024,0.304688,308,285,1.5719,interior,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01707.jpg
d395793cf9c2826bd9505e14c705c19c,ai_interior,af2a84d7f643638344b32a8ceae2b488,sagid,af2a84d7f643638344b32a8ceae2b488|1,sagid_triplet_00098,0.485000,0.430625,0.730833,0.603125,276,295,1.6232,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00098.jpg
75dd3ccb0e65188dc034d9bb2f85d7ba,ai_interior,cabcf20f6e60c29eedd373db62f43467,sagid,cabcf20f6e60c29eedd373db62f43467|1,sagid_triplet_00213,0.196429,0.408203,0.596726,0.664062,262,269,1.7099,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00213.jpg
21a595916959a04b636604c2080f24cc,ai_interior,e98eeeb3739bf28ded78c0e611157d22,sagid,e98eeeb3739bf28ded78c0e611157d22|1,sagid_triplet_00373,0.225873,0.576897,0.527721,0.777170,586,588,0.7645,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00373.jpg
d906567b74627a0f3854f66a7f9eb6ac,ai_interior,1d58c1e401927157daf8e8ea56f2593e,sagid,1d58c1e401927157daf8e8ea56f2593e|1,sagid_triplet_00524,0.483497,0.418377,0.840590,0.736940,1366,1017,0.4405,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00524.jpg
a3477a25343931303ea9feba40767988,ai_interior,09bc8cecdd4f3a9038b4f4dd8fa8311e,sagid,09bc8cecdd4f3a9038b4f4dd8fa8311e|1,sagid_triplet_01095,0.278646,0.338379,0.662109,0.614258,565,589,0.7929,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01095.jpg
270e20f8fafacd11e77f6f7b0a6154b4,ai_interior,8ed241e3675d2d7bcbd789e965260715,sagid,8ed241e3675d2d7bcbd789e965260715|1,sagid_triplet_01170,0.349112,0.649414,0.658284,0.854492,420,418,1.0718,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01170.jpg
22896b2ae1f987570626e45349441bd6,ai_interior,95f0f3ed8a1590e693cc68de168783a4,sagid,95f0f3ed8a1590e693cc68de168783a4|1,sagid_triplet_01244,0.127930,0.009715,0.454102,0.186528,273,334,1.6410,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01244.jpg
1703035880c9075d866593f1b6e74a02,ai_interior,5d5686ac3bd2be4bea0e7840e97c1acc,sagid,5d5686ac3bd2be4bea0e7840e97c1acc|1,sagid_triplet_01251,0.403676,0.463379,0.623529,0.596191,272,299,1.6471,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01251.jpg
d420343412442b2ddb338506fb81bc08,ai_interior,3be540564d4300e7f2fecdfa38730778,sagid,3be540564d4300e7f2fecdfa38730778|1,sagid_triplet_01288,0.020365,0.519590,0.509480,0.810401,1247,1393,0.3593,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01288.jpg
348bfe9d175fa3d36be4f76887767f05,ai_interior,351a1c4ac0ac98bcfc40c53f93405c32,sagid,351a1c4ac0ac98bcfc40c53f93405c32|1,sagid_triplet_01487,0.016369,0.008789,0.544643,0.258789,256,355,1.7500,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01487.jpg
3772149233651cbcc82fc661ffb3cc27,ai_interior,88a0df205db050eb9acf3db9a18605bf,sagid,88a0df205db050eb9acf3db9a18605bf|1,sagid_triplet_01618,0.020996,0.256806,0.203613,0.568065,423,374,1.1979,interior,1,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01618.jpg
d343ea2f9bc707e02b7b25b2c368227a,ai_interior,cabcf20f6e60c29eedd373db62f43467,sagid,cabcf20f6e60c29eedd373db62f43467|2,sagid_triplet_00213,0.032738,0.146484,0.519345,0.482422,344,327,1.3700,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00213.jpg
c02208ecacf3fffc35b5eeea83e36337,ai_interior,e98eeeb3739bf28ded78c0e611157d22,sagid,e98eeeb3739bf28ded78c0e611157d22|2,sagid_triplet_00373,0.295175,0.258031,0.610883,0.458305,586,615,0.7645,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00373.jpg
0233e8a3cb9c18c3877bfe31f8e98419,ai_interior,1d58c1e401927157daf8e8ea56f2593e,sagid,1d58c1e401927157daf8e8ea56f2593e|2,sagid_triplet_00524,0.477879,0.576259,0.922402,0.887127,1333,1266,0.3539,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00524.jpg
af4c5cb4abfc5956324358174b1d4820,ai_interior,09bc8cecdd4f3a9038b4f4dd8fa8311e,sagid,09bc8cecdd4f3a9038b4f4dd8fa8311e|2,sagid_triplet_01095,0.180990,0.501953,0.600260,0.777832,565,644,0.7929,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01095.jpg
9c29e7e71697da246573b3e3aca5f511,ai_interior,5d5686ac3bd2be4bea0e7840e97c1acc,sagid,5d5686ac3bd2be4bea0e7840e97c1acc|2,sagid_triplet_01251,0.386765,0.531738,0.583088,0.661133,265,267,1.6906,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01251.jpg
222ba0363a1b01107bec48cfd65473ef,ai_interior,3be540564d4300e7f2fecdfa38730778,sagid,3be540564d4300e7f2fecdfa38730778|2,sagid_triplet_01288,0.000702,0.115905,0.399930,0.426073,1330,1137,0.3940,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01288.jpg
fd13e0d324bcc48e9fc960a6c7eef2e0,ai_interior,88a0df205db050eb9acf3db9a18605bf,sagid,88a0df205db050eb9acf3db9a18605bf|2,sagid_triplet_01618,0.423828,0.551876,0.604492,0.823400,369,370,1.2141,interior,2,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01618.jpg
b9b4c29c29a1919f12bc878ed56eb4f7,ai_interior,cabcf20f6e60c29eedd373db62f43467,sagid,cabcf20f6e60c29eedd373db62f43467|3,sagid_triplet_00213,0.038690,0.496094,0.502976,0.761719,272,312,1.6471,interior,3,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00213.jpg
6c8f7da87a291a1f053555ca73d321d3,ai_interior,3be540564d4300e7f2fecdfa38730778,sagid,3be540564d4300e7f2fecdfa38730778|3,sagid_triplet_01288,0.121489,0.771922,0.490871,0.993937,952,1052,0.4706,interior,3,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_01288.jpg
c11e512db4f1ff429e7c929b32361bb0,ai_interior,cabcf20f6e60c29eedd373db62f43467,sagid,cabcf20f6e60c29eedd373db62f43467|4,sagid_triplet_00213,0.104167,0.019531,0.538690,0.275391,262,292,1.7099,interior,4,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00213.jpg
a2af1f2af25134d0849567fafd54cb16,ai_boundary,fabbfa4be1d280e10760e5b93b058ed4,sagid,fabbfa4be1d280e10760e5b93b058ed4|0,sagid_triplet_00005,0.711589,0.368652,0.945312,0.528320,327,359,1.3700,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00005.jpg
f543efca78fcb800290eb1a0e089c8ae,ai_boundary,a48cf6133cfac69476fdc64c7566a569,sagid,a48cf6133cfac69476fdc64c7566a569|0,sagid_triplet_00009,0.428125,0.142187,0.828125,0.542188,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00009.jpg
005dbfc81c9e2a6dae03208b00d0ee88,ai_boundary,ac49e846015216c923ed1dccf01da4c1,sagid,ac49e846015216c923ed1dccf01da4c1|0,sagid_triplet_00022,0.079646,0.142578,0.834808,0.757812,315,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00022.jpg
d1c2d46e26becf6db9e1e2fc1de2c95b,ai_boundary,80bbfdfaa3d38dbb97a02e7622885bde,sagid,80bbfdfaa3d38dbb97a02e7622885bde|0,sagid_triplet_00028,0.120902,0.004687,0.700820,0.732812,466,283,1.5830,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00028.jpg
e3bf412ee67dcc0ee16cbedfe563b511,ai_boundary,1639aa9c5dccff8a11aff5753334ead9,sagid,1639aa9c5dccff8a11aff5753334ead9|0,sagid_triplet_00034,0.109145,0.318359,0.864307,0.818359,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00034.jpg
6bd192c686fde21f7360ed34b835dace,ai_boundary,9c48bae451836ab755ba2739fe15432b,sagid,9c48bae451836ab755ba2739fe15432b|0,sagid_triplet_00045,0.415625,0.120833,0.815625,0.654167,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00045.jpg
4a32aa90eef61e21baf2908fb5564a04,ai_boundary,be786c6962ce41b4339747f967d8eef9,sagid,be786c6962ce41b4339747f967d8eef9|0,sagid_triplet_00060,0.283019,0.090625,0.900943,0.625000,342,262,1.7099,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00060.jpg
9909668efcc56d458f7f0d9ef15b335e,ai_boundary,1629cb81fa41948cf99432f9a0eebead,sagid,1629cb81fa41948cf99432f9a0eebead|0,sagid_triplet_00068,0.250000,0.089286,0.507812,0.599702,343,264,1.6970,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00068.jpg
40c467e7804297a0efcfcf4b6d9da040,ai_boundary,af2a84d7f643638344b32a8ceae2b488,sagid,af2a84d7f643638344b32a8ceae2b488|0,sagid_triplet_00098,0.632500,0.520625,0.943333,0.865000,551,373,1.2011,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00098.jpg
68a17de306540d2da2e1ffc7fb955b89,ai_boundary,696094c50666d96b09fca9231542c5db,sagid,696094c50666d96b09fca9231542c5db|0,sagid_triplet_00099,0.697059,0.579590,0.893382,0.704590,256,267,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00099.jpg
7db25104ed44707a5e2996dbf5e7a335,ai_boundary,af659901f523497e99a2dba0fde4b2fa,sagid,af659901f523497e99a2dba0fde4b2fa|0,sagid_triplet_00126,0.366013,0.050000,0.923747,0.450000,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00126.jpg
0cb8cc24fc2b046c5ce379d20cb59b2f,ai_boundary,4b4986721976c160e94cf222a1bc0225,sagid,4b4986721976c160e94cf222a1bc0225|0,sagid_triplet_00132,0.243750,0.289062,0.777083,0.689063,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00132.jpg
9bfb9e82c84fbee43d64091d71961559,ai_boundary,4bc192adca8996653c0d14677f2af239,sagid,4bc192adca8996653c0d14677f2af239|0,sagid_triplet_00136,0.567647,0.706543,0.835294,0.831543,256,364,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00136.jpg
b5f1bcb2ef387c4506524788b45c7773,ai_boundary,219325bce74386458ccc5a1761d25672,sagid,219325bce74386458ccc5a1761d25672|0,sagid_triplet_00137,0.749026,0.855469,0.948558,0.980469,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00137.jpg
b94f44b03da79e94bf18ca5332fc84c9,ai_boundary,99fa02d6bf41f893406189a818df4412,sagid,99fa02d6bf41f893406189a818df4412|0,sagid_triplet_00181,0.241848,0.080645,0.937500,0.689516,302,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00181.jpg
fe8054ffcf1c50341d016ad81777b2c5,ai_boundary,8e1ceaeda41adbabee8096eb1b91b5a1,sagid,8e1ceaeda41adbabee8096eb1b91b5a1|0,sagid_triplet_00194,0.210938,0.395313,0.610938,0.795312,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00194.jpg
04929d09f0213ef38434cfe20a48f6d1,ai_boundary,64ef93f46116287a70ac5418898a0997,sagid,64ef93f46116287a70ac5418898a0997|0,sagid_triplet_00205,0.000000,0.316406,0.755162,0.816406,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00205.jpg
0876f41f049315bff67f972eb84bd9da,ai_boundary,aca65b5bfef089293da8f8078a612829,sagid,aca65b5bfef089293da8f8078a612829|0,sagid_triplet_00207,0.310937,0.239063,0.714063,0.734375,317,258,1.7364,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00207.jpg
07ab61c47cb352c976a214f5ef5b5f23,ai_boundary,190adb9d5e6032f953faed387efb2fc2,sagid,190adb9d5e6032f953faed387efb2fc2|0,sagid_triplet_00211,0.353365,0.210069,0.968750,0.654514,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00211.jpg
f24da3eff10c46f55f0e83de560a0b75,ai_boundary,cabcf20f6e60c29eedd373db62f43467,sagid,cabcf20f6e60c29eedd373db62f43467|0,sagid_triplet_00213,0.516369,0.548828,0.928571,0.798828,256,277,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00213.jpg
87cc17f9c853696080f2da30104d537d,ai_boundary,5c7ed672dc6c77eb5e6e968f48aacfb2,sagid,5c7ed672dc6c77eb5e6e968f48aacfb2|0,sagid_triplet_00220,0.082547,0.498437,0.686321,0.898438,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00220.jpg
e4124e8e422867edc441a763693e9a49,ai_boundary,207172a837fb55b43717924bf83045e7,sagid,207172a837fb55b43717924bf83045e7|0,sagid_triplet_00263,0.571289,0.046131,0.824219,0.471726,286,259,1.7297,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00263.jpg
fa1495c571ef275c9ac09c5e8124ec39,ai_boundary,744b74c9fcad94f2e1ebd77e62936cb1,sagid,744b74c9fcad94f2e1ebd77e62936cb1|0,sagid_triplet_00265,0.325000,0.015625,0.858333,0.546875,340,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00265.jpg
eb6ec7ab7fe42019fba744dcb32007f7,ai_boundary,0abdbb2f0ab66826a00272aee13e0467,sagid,0abdbb2f0ab66826a00272aee13e0467|0,sagid_triplet_00269,0.053385,0.781738,0.250000,0.993652,434,302,1.4834,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00269.jpg
7cefd701863189ef39cf75a692dbd917,ai_boundary,c51b886c8989709adae01ed53cb589fa,sagid,c51b886c8989709adae01ed53cb589fa|0,sagid_triplet_00293,0.341667,0.293750,0.875000,0.709375,266,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00293.jpg
81ae9c176820f539187036a2d223a283,ai_boundary,36a03d429da76b3d15984461a367c2dc,sagid,36a03d429da76b3d15984461a367c2dc|0,sagid_triplet_00297,0.281250,0.251563,0.681250,0.676562,272,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00297.jpg
2633d6355b4069d28011af5d885670d0,ai_boundary,8bd9dc03e05a0f8e8c269793ebcac93b,sagid,8bd9dc03e05a0f8e8c269793ebcac93b|0,sagid_triplet_00357,0.058548,0.578125,0.658080,0.978125,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00357.jpg
3e9dd46f3ba54ab18cc179f1c02be9ac,ai_boundary,712c3c75e50f815fc67735cf0b8765ca,sagid,712c3c75e50f815fc67735cf0b8765ca|0,sagid_triplet_00359,0.005435,0.479839,0.709239,0.995968,256,259,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00359.jpg
726dbbfa9d1a07b12a62d43de1b58b0f,ai_boundary,461057fb18f403e9b7aab1988fea6b66,sagid,461057fb18f403e9b7aab1988fea6b66|0,sagid_triplet_00361,0.358314,0.217188,0.957845,0.617188,256,256,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00361.jpg
5df49ca506141923d0cec2fb16433f98,ai_boundary,319f07795ddc222c3af0f2c14fcd3c3a,sagid,319f07795ddc222c3af0f2c14fcd3c3a|0,sagid_triplet_00366,0.116848,0.270161,0.817935,0.786290,256,258,1.7500,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00366.jpg
10a6700ba3494dd5f44e21297cbabef2,ai_boundary,e98eeeb3739bf28ded78c0e611157d22,sagid,e98eeeb3739bf28ded78c0e611157d22|0,sagid_triplet_00373,0.547741,0.288790,0.968686,0.632604,1006,820,0.5463,boundary,0,v5,1,/media/ssd/DINO_SCOPE_DATA/SAGI_D/modified/triplet_00373.jpg
